login_hour,typing_wpm,quiz_score,time_per_question_sec,session_duration_min,sessions_per_day,attempts_per_quiz,avg_gap_mins,device_type,browser,age_group,gender,ses_tier
14,73.38592502,84.34835723,24.80059651,34.92657546,3.941833604,1.039359391,1.917469581,Android,Chrome,19-22,female,mid
11,37.14513093,68.86051141,29.64603787,21.52673218,1.564841047,1.066571947,0.971849614,iOS,Edge,13-15,male,low
7,31.6410067,50.41106411,28.50409084,14.6252016,3.866386431,1.438209281,2.303052292,iOS,Firefox,13-15,male,low
10,40.90529159,81.64552414,33.87386695,24.07453585,1.110184567,1.798962525,0.844877526,iOS,In-App,13-15,male,high
18,34.02099014,58.02903857,35.20833367,26.62925319,2.378835015,1.287000179,1.385326591,iOS,Edge,13-15,female,mid
21,44.60855566,69.44874844,19.21481637,23.31926701,1.827949101,1.1800499,1.891514745,iOS,Edge,13-15,female,high
16,40.59180655,67.6785251,18.54951569,25.78052676,1.892991384,1.725366448,2.781097032,iOS,In-App,13-15,male,low
22,46.78885751,84.72128132,35.75992783,46.56508801,2.67700921,1.125942416,0.973088277,iOS,In-App,19-22,female,mid
7,30.23880177,84.42983954,32.42152645,26.64585511,1.552687391,1.61355091,0.630278322,Android,Safari,13-15,female,high
15,42.92611643,68.51658816,29.12434122,22.92337197,3.376317338,1.737269683,2.754970236,iOS,Edge,16-18,female,low
23,58.46433507,87.69813934,30.835583,58.53881616,1.815341504,1.903321105,2.996735633,Android,Firefox,19-22,male,mid
12,79.18688468,82.55343218,32.641268,49.83791752,2.938782834,1.563907221,1.434423137,Desktop,Firefox,19-22,male,mid
23,64.22727461,74.13542579,27.22315872,40.37460477,3.286602319,1.953182597,2.963688498,Desktop,Edge,19-22,female,mid
20,49.52741493,54.49863248,32.10100575,47.34811344,1.99597469,1.89748652,1.632178961,Android,Firefox,19-22,female,low
8,28.93985283,38.64799772,40.46049286,28.54196173,1.524839541,1.73321957,1.404443836,iOS,Edge,13-15,female,mid
19,77.16953034,80.06149256,33.60603656,16.54380069,3.37934313,1.220691033,2.121409255,Desktop,Chrome,16-18,female,mid
22,54.0217319,70.99134665,36.49815643,51.89316404,1.959008414,1.463244145,0.867186282,Desktop,Chrome,19-22,female,mid
20,55.46684064,72.18805988,28.7045797,43.15587565,3.745167189,1.882050517,0.580600925,iOS,Firefox,16-18,female,low
15,44.55918689,60.04419424,19.58910468,20.22112184,2.249603518,1.326565455,1.215848606,Shared/Other,Firefox,16-18,male,mid
22,56.35364461,75.85461213,30.5936046,38.89303349,1.70478479,1.97997129,1.407941252,Desktop,Firefox,16-18,female,mid
10,43.57916649,66.60399713,38.09991432,48.42397701,2.242405429,1.280814031,2.060984491,iOS,Edge,19-22,male,low
18,85.02511521,63.75253469,22.28791898,35.51381147,3.918804438,1.005633278,2.964165058,Desktop,Safari,19-22,female,high
16,55.98985843,67.09400779,30.42840556,37.9445729,1.859189735,1.088092851,2.648821553,Shared/Other,Edge,19-22,male,mid
10,92.08102967,94.69684842,23.33222495,41.60704551,1.022195585,1.348567507,2.018589552,Desktop,In-App,19-22,female,mid
8,48.25637164,67.44296885,25.12325982,24.9206778,3.760154521,1.911050151,0.921576911,iOS,In-App,16-18,female,low
20,72.07389854,87.1488403,25.3764406,45.42755187,3.122963149,1.534786875,2.443432823,Android,In-App,19-22,male,low
18,43.65667358,75.92847819,31.03064984,25.66992112,1.960516872,1.319850493,2.653730949,Desktop,Chrome,13-15,female,mid
21,59.89273839,68.22976715,36.0849102,40.65647375,2.115547908,1.724076422,1.749958829,Android,In-App,19-22,female,high
19,59.57090882,71.00924844,33.08202729,32.32492963,1.517007836,1.018016648,0.734661649,Desktop,In-App,19-22,male,mid
9,60.72816134,44.05710751,27.7638782,20.62712637,1.024356421,1.443257341,1.422574391,iOS,Firefox,13-15,female,high
19,44.08534431,84.00843123,28.35576592,18.24618568,1.511897371,1.219746917,1.373461729,Shared/Other,Chrome,19-22,male,low
11,44.33374572,61.14465802,30.49014791,25.54314055,1.798263208,1.38401503,2.058147439,Android,Firefox,16-18,male,mid
15,46.392955,82.47067319,34.71347834,28.46219068,2.832782868,1.852500244,1.205169061,Android,In-App,16-18,male,mid
16,46.08732285,88.95183709,31.01814575,23.77752634,3.18580144,1.964662681,2.456706901,Desktop,Chrome,16-18,male,mid
10,28.84683776,64.59911513,31.26995711,20.32997249,2.968023127,1.803774051,1.581982311,iOS,Chrome,13-15,female,mid
11,68.12907221,62.67866073,37.36520066,23.42273338,1.995239475,1.931603323,2.678785726,iOS,In-App,16-18,male,mid
13,44.64420518,66.85121454,26.4809378,43.58741388,1.018420488,1.630842781,2.036122356,Android,In-App,19-22,female,high
22,73.43483224,76.44719798,27.25767686,29.7445904,2.555064372,1.761265836,2.431578471,Desktop,Edge,19-22,male,mid
17,35.14202037,65.53514542,29.11616094,21.75739185,2.339001221,1.561535903,0.50083242,Desktop,Safari,13-15,female,mid
16,37.46940235,78.96838808,26.93721028,27.33227986,3.565182189,1.651478767,0.609314239,Shared/Other,Firefox,13-15,male,mid
14,66.04920793,71.85039588,28.23024306,19.89298374,1.984618506,1.891969913,1.420650596,Desktop,Safari,16-18,female,high
15,53.30158789,68.45658129,32.93257579,50.15912117,2.687008982,1.074619056,1.370222581,Shared/Other,Safari,19-22,male,high
20,54.56701482,81.11671061,25.62717501,40.3215862,1.957209265,1.333366638,2.34744149,iOS,Firefox,19-22,female,mid
20,35.8453978,70.90907558,27.60087281,24.97188708,2.404767726,1.779641822,2.848238184,Shared/Other,In-App,13-15,male,low
15,58.49820365,79.92427122,21.81874925,41.46796828,3.840415903,1.299165083,1.263477928,Android,Safari,16-18,male,high
15,63.11061285,83.71993465,26.96461404,27.66078112,1.558301686,1.289759602,0.959869265,Shared/Other,Safari,19-22,male,mid
18,24.17940829,61.37748219,25.79679225,31.50205248,3.941890375,1.870782034,1.291682512,iOS,In-App,16-18,male,mid
10,42.14568714,77.98814225,35.93107867,25.80999584,1.438496061,1.297149319,1.705903541,Desktop,Safari,13-15,male,high
19,43.82466623,86.28613674,27.75435012,24.22122346,2.091605382,1.373329192,2.447952516,Shared/Other,Edge,13-15,female,mid
13,52.80114635,85.02809752,38.42935076,33.46985302,1.608777657,1.4282507,2.239736629,iOS,Safari,19-22,male,mid
7,40.55475916,83.9474755,29.82622063,17.86167495,1.088658373,1.344934936,2.558459294,Shared/Other,Firefox,13-15,female,high
20,65.95948384,63.94294525,34.22521534,39.79072064,2.801672968,1.68486834,1.666534057,iOS,Edge,19-22,male,high
21,61.66986698,55.65956078,33.00112521,32.51223113,1.364266367,1.466256741,0.508459966,Shared/Other,Edge,16-18,male,mid
12,20.94061304,85.42471059,28.72057687,26.55519533,1.986716964,1.964436733,0.931262367,Shared/Other,Edge,13-15,female,low
12,70.11751542,70.37670983,16.60609933,25.07989057,2.782738016,1.251051324,0.907850359,Android,Edge,19-22,male,mid
16,53.01001234,61.12397683,24.26003552,34.01637433,1.274895256,1.585641213,1.964705531,Android,Edge,16-18,female,high
16,31.41110862,71.93005954,32.92362674,23.92587088,1.980171049,1.371541224,1.486381946,Shared/Other,Safari,16-18,male,mid
20,36.16112251,85.56041606,22.45224189,44.43616801,1.278940829,1.621122603,1.188362125,iOS,Firefox,19-22,female,mid
17,40.93207284,75.87750203,23.91708766,31.84058545,2.789022295,1.632341041,2.364185105,Android,Firefox,16-18,male,mid
8,50.59083113,60.36563844,32.816235,29.27549498,3.314140566,1.62689568,0.545273593,Android,In-App,16-18,male,low
17,46.93406925,67.12288817,31.85775383,34.10796077,3.574740095,1.250611986,1.403634146,Android,Chrome,16-18,female,low
18,70.10903035,59.27910731,30.94255774,27.33962445,3.562673918,1.721050252,2.502689801,Desktop,In-App,16-18,female,high
13,48.27144538,75.26341289,30.94239496,18.31570977,3.324030305,1.85903837,2.252455015,Android,Firefox,13-15,male,low
21,28.00255759,70.8074438,28.25621094,17.11795096,1.988114469,1.578988916,2.005906358,Shared/Other,Safari,13-15,male,low
7,41.08113346,95.43042243,33.0381588,30.01828967,2.861028584,1.704984638,0.705954348,Android,Firefox,13-15,male,mid
17,34.09934828,69.33905531,31.52642403,13.53151375,1.48462438,1.501724647,2.812185422,Desktop,Chrome,13-15,male,low
18,51.33649804,68.79735703,31.46873676,27.36484527,1.34630092,1.744680726,1.17633711,Android,In-App,16-18,female,low
10,38.51906476,73.62214139,25.8219938,21.7354196,1.962595135,1.706560814,2.675604146,Shared/Other,Firefox,13-15,female,mid
22,62.2291991,63.61217063,26.73051453,35.77690474,3.614356194,1.902133868,1.347427093,Android,Chrome,19-22,male,low
16,55.48138381,87.09418301,28.15488859,30.79094704,3.744256674,1.174067384,2.73123115,Desktop,Safari,16-18,male,mid
12,29.63131577,78.56233123,30.28083628,26.56352428,3.46885096,1.435839639,1.841552257,Shared/Other,In-App,13-15,female,high
7,40.0023161,77.74625975,24.8818863,25.15141818,3.396857537,1.595548896,1.778659811,Android,Firefox,13-15,male,mid
12,56.16025709,75.51111503,32.30569192,32.02768868,1.804814032,1.132586096,2.800458508,iOS,Firefox,16-18,male,mid
11,47.14305065,73.78512895,25.69998762,21.55704702,3.669880365,1.467540262,2.624282611,Shared/Other,Safari,16-18,female,high
19,43.34908052,84.90909277,32.96165947,35.1225054,1.574335875,1.846799601,0.644631227,Android,Chrome,16-18,male,high
10,39.33225997,70.51487755,32.64055761,21.14172703,1.316348303,1.515084943,2.430439211,iOS,Firefox,13-15,male,mid
10,39.19788197,63.69388076,23.5524164,41.32016699,3.698755649,1.741812909,2.93045742,iOS,Chrome,16-18,male,mid
9,44.54084964,74.97538803,24.94668171,19.0183005,1.080441393,1.149916628,1.083581573,Shared/Other,Safari,13-15,male,mid
21,40.58927261,67.7984795,30.02707725,34.92697215,1.834461751,1.999482704,0.748839153,Shared/Other,Chrome,16-18,female,low
16,61.05874371,57.02856332,38.73529572,46.57638279,3.232241332,1.965824424,1.073015528,Android,In-App,19-22,male,mid
17,83.80044466,87.62276445,25.22697116,44.67302701,2.713955307,1.107511413,1.90336112,Desktop,Safari,19-22,male,mid
22,57.58116291,91.79728476,26.27608575,33.48543314,2.521641045,1.241223125,2.49037627,Desktop,Safari,19-22,male,low
16,50.02945984,70.32465516,30.58561258,24.98012164,2.944243224,1.117703062,2.866007063,Android,In-App,13-15,female,low
10,55.10661099,79.77331456,35.15658031,24.43300075,2.375241495,1.932956042,2.576866387,Desktop,Edge,13-15,female,mid
11,47.82031615,83.28361958,29.08087144,25.48764508,1.400165168,1.891584311,1.480315007,Desktop,In-App,16-18,male,mid
13,44.33852455,67.79611641,27.222998,22.65741257,3.322900353,1.321684047,2.511739463,Android,Chrome,16-18,female,mid
22,57.15871503,62.11860102,33.50711251,31.19289988,2.160346893,1.973276545,2.655455132,Shared/Other,Firefox,16-18,female,mid
15,70.88114003,76.52062659,31.93943859,42.53183537,3.348712431,1.366810095,1.180635898,iOS,In-App,19-22,female,mid
12,53.38812286,75.98414526,34.48299872,36.96739222,2.309157625,1.415496446,2.72040208,Android,Safari,19-22,female,mid
14,68.0808047,76.32684619,27.24774064,37.18661694,2.92617144,1.665262924,1.429701261,Desktop,Safari,19-22,female,mid
10,47.18536825,80.85495793,40.86340462,12.85285573,3.247445571,1.235097115,2.695943549,Desktop,Firefox,16-18,female,low
13,43.06234857,66.57516803,27.11552271,22.66226726,2.747851754,1.615014858,0.803958268,Shared/Other,In-App,13-15,male,low
10,85.08171019,75.63237657,26.17240752,28.98040096,3.970978284,1.738041805,1.318363853,Desktop,Safari,19-22,female,low
18,58.90962388,71.81437196,28.26918036,48.34100572,3.009495857,1.407526423,0.890786496,Desktop,In-App,19-22,male,low
21,31.85724887,82.98956843,32.24358206,30.53636486,2.896836302,1.254482754,2.654091558,Shared/Other,In-App,13-15,male,high
14,57.54582397,57.92774005,35.66143687,31.17935032,2.392675499,1.328079218,1.511813279,Shared/Other,In-App,16-18,female,mid
17,54.78662256,68.93938965,41.9104594,27.7777428,1.834703868,1.4039565,2.515978251,Android,In-App,19-22,male,mid
20,70.873521,83.79307293,30.19654599,49.10186614,1.977854632,1.156672134,2.271830831,Shared/Other,Edge,19-22,male,mid
21,37.00692891,62.58700727,27.13762488,29.11478899,2.61289203,1.833190804,1.308868396,Android,Edge,13-15,female,low
10,73.44192227,75.34862176,30.78217934,49.94410281,2.502338473,1.382219268,2.746681889,Desktop,In-App,19-22,male,mid
21,48.38995003,78.29261418,32.71935329,32.33155901,3.003645816,1.471260211,0.504574868,Android,In-App,13-15,female,low
11,60.74229131,66.14264399,28.68591579,41.87243022,3.840301856,1.530219048,1.207319823,Shared/Other,In-App,19-22,female,mid
17,33.98287668,59.33471504,38.05043551,30.7232711,1.572401799,1.451918075,2.851223218,Android,Firefox,13-15,female,mid
12,27.67307591,66.41611886,28.61947276,18.86870123,2.248562983,1.790026762,1.596778872,iOS,In-App,13-15,female,high
19,52.60418607,67.31990765,28.65459346,38.89353767,1.124474472,1.265405888,0.947196847,Desktop,Edge,16-18,male,high
23,56.98006042,65.05193906,29.16951118,55.16264702,2.250521978,1.838851584,2.057677584,Android,In-App,19-22,female,mid
20,33.0057048,72.01386521,25.83104468,17.34916383,2.978864105,1.330127688,2.141895989,iOS,In-App,16-18,female,high
23,60.7218163,71.77255447,33.53448145,30.61558596,2.21801732,1.8084023,1.987792827,iOS,Edge,19-22,female,mid
15,55.01969253,87.20045559,20.26943491,15.76417187,2.439750395,1.381779439,1.270808555,Desktop,Edge,19-22,female,mid
15,56.71504943,68.75678023,31.34874469,34.30458127,1.441607383,1.508821448,2.804739506,Shared/Other,Safari,16-18,male,mid
18,82.22078494,55.52224891,27.68491099,54.60818718,3.644637513,1.65707409,1.238772138,iOS,In-App,19-22,female,mid
13,84.23724324,66.01509513,28.64606752,48.87259495,1.600647991,1.052029847,1.595568736,iOS,Chrome,19-22,female,high
9,59.5972966,64.91668824,29.3557866,26.96231152,2.144559581,1.233493278,0.751328877,Shared/Other,Edge,16-18,male,mid
17,67.94583869,90.64290264,33.35359161,42.63121402,3.882658388,1.404945781,0.563228522,Android,Edge,19-22,female,high
14,48.04656196,69.72555544,27.17500488,24.95582652,1.753018536,1.17895044,2.143032999,Shared/Other,Edge,16-18,male,high
16,55.79498738,75.71155609,31.51036447,28.15053501,1.514093096,1.995780394,1.820808954,Desktop,Firefox,16-18,male,mid
18,43.15818273,58.04280509,38.68436387,27.28335005,1.617845934,1.42367641,2.159724589,Android,Edge,16-18,female,high
8,52.48179555,75.62909731,28.33083963,17.18385965,3.329102385,1.787896313,0.585712839,Desktop,Chrome,16-18,female,mid
18,64.12096375,66.33713791,36.60839267,26.71650567,3.966079402,1.714648903,1.418442217,Desktop,Edge,16-18,female,low
20,32.34177464,60.91096096,24.76407822,26.50694046,3.136326799,1.161640336,0.532563201,Shared/Other,In-App,16-18,female,low
13,64.63305761,66.57296006,38.18722408,60.61245468,2.535179573,1.762393906,0.893438606,Android,Chrome,19-22,female,mid
8,39.71862293,69.20506932,31.2695786,21.65317006,1.535895139,1.404376201,1.73709767,iOS,Edge,13-15,female,mid
12,67.71587045,70.38732923,26.76234262,45.49275026,2.174220499,1.159159032,2.494535166,iOS,Safari,19-22,female,low
13,72.37754848,74.50877277,31.87568036,22.86418675,2.415518392,1.498598032,2.710260057,Android,Edge,19-22,female,high
18,55.66177391,91.28202169,30.10428947,36.76818392,1.866473952,1.264188573,1.257419175,Shared/Other,In-App,16-18,male,mid
22,82.48712283,74.01551734,28.66924301,35.35200342,3.189776824,1.521756438,1.542504677,Android,In-App,19-22,male,high
16,75.38610353,77.76994331,38.51863577,48.24918981,1.648555997,1.310000011,2.916634178,Android,Chrome,19-22,male,mid
8,48.27968638,79.3445509,24.53574616,24.85975998,2.788623888,1.064852985,1.167330495,Desktop,Safari,16-18,male,mid
21,51.38041733,76.81459007,21.13986086,23.21666254,2.527013865,1.316178051,2.575500827,Shared/Other,Edge,13-15,female,low
13,35.47474554,72.77755334,32.19286618,24.34975784,1.464629811,1.35051016,2.480590418,Android,In-App,16-18,female,high
20,49.25398318,70.79754074,22.01670099,26.65723618,2.548947967,1.096719834,2.359406686,Desktop,Firefox,16-18,male,high
10,45.53601501,64.09373002,40.74794879,36.75901491,2.59087946,1.543904967,0.942382423,Desktop,In-App,16-18,male,high
22,54.44436752,66.71859862,26.54219299,13.61113761,3.602306807,1.598869977,2.409207751,Desktop,Firefox,16-18,female,low
8,46.17938513,83.92010707,30.46969173,21.32220895,1.544163961,1.352644922,1.327634196,Desktop,Chrome,16-18,male,high
16,32.08313382,67.80334831,36.49172048,29.51029123,1.706340477,1.931379719,2.553889251,Desktop,Edge,13-15,male,low
11,27.83242397,92.86577124,28.04475137,26.35517126,3.811459019,1.894093774,0.643979572,iOS,Safari,13-15,male,low
11,83.22823487,67.52752308,27.32899591,40.1116801,2.767768219,1.175031146,2.199253801,iOS,Safari,19-22,male,mid
12,17.74932338,61.91746745,30.77829149,28.94623743,3.723599601,1.647595118,1.694707487,iOS,Firefox,13-15,female,high
12,40.43376368,71.77840267,30.95288645,27.51025857,3.222867745,1.675400221,1.204310684,Shared/Other,Edge,16-18,male,mid
12,72.85596755,58.85953875,35.53484434,23.93142054,1.98827706,1.687208186,2.62525957,iOS,In-App,19-22,female,mid
20,62.0954232,76.75978089,22.46677939,40.44578397,1.67290788,1.259675456,2.027379424,Desktop,Firefox,16-18,female,mid
10,29.79475223,72.89292152,32.74511317,53.35453062,3.281628954,1.951002012,2.114951695,iOS,Edge,19-22,male,high
21,35.25692364,67.68943109,25.33828684,30.43803493,2.2826827,1.125129216,2.783428243,Android,Safari,13-15,female,high
21,35.38315046,75.08537615,38.04770829,27.13535008,3.646347062,1.040240422,2.805487097,Android,Firefox,16-18,female,low
19,41.90239458,84.29970994,32.80262425,24.36218831,3.662391771,1.549128181,2.866273853,Android,Chrome,16-18,female,high
14,37.17655919,65.35342411,29.17458669,29.43785801,3.129211578,1.992737304,2.341901487,Shared/Other,Safari,13-15,female,low
9,54.54035096,66.59603661,28.78041642,42.01792151,2.390806539,1.648048373,0.53028279,Shared/Other,Safari,16-18,female,mid
16,54.24031368,93.16420571,35.71379349,31.11412557,3.151848916,1.019032254,0.762713988,Desktop,Edge,16-18,male,mid
11,39.61764522,76.00313521,37.80760653,28.60243054,2.167993201,1.592863209,1.789505254,Shared/Other,In-App,13-15,female,low
9,37.66378481,78.10153826,30.68213459,35.72877644,1.949652398,1.333774792,2.636811485,Shared/Other,Edge,16-18,female,high
16,79.99875803,69.66436651,32.14855839,30.55412309,1.284497841,1.876901468,0.577800364,Android,Safari,19-22,female,mid
13,54.76820232,78.07843833,29.11703153,41.80584998,3.416580587,1.141078922,2.42331126,Android,Edge,16-18,male,mid
8,38.2418902,85.33386155,21.31103238,28.94591516,3.568780506,1.375375165,2.274338195,Shared/Other,Edge,16-18,male,mid
18,43.45315359,63.02833407,38.36494851,16.82527512,3.476657138,1.071933151,0.991035217,iOS,Firefox,13-15,male,high
13,48.36367004,59.74894359,30.66583245,33.19804279,3.538684969,1.818238028,1.490179635,Android,Firefox,16-18,male,mid
8,29.70408775,60.54389799,30.2021447,30.83400065,3.289569612,1.241370638,2.26742045,iOS,Firefox,13-15,female,low
16,57.76899424,77.9482346,25.40272662,53.79750064,2.858951351,1.869730335,1.931635264,Desktop,Edge,19-22,female,high
13,43.63876115,79.22545649,29.5668175,37.6198038,1.832162506,1.710286339,2.068585376,iOS,In-App,19-22,male,mid
15,40.98396319,81.39751454,23.41604721,18.85610325,3.391534175,1.93923601,2.010026323,Android,Safari,13-15,male,low
22,66.88108095,64.58994782,32.91716785,48.48666547,1.600145899,1.469580703,2.77893285,Desktop,Firefox,19-22,male,low
21,53.01687023,92.30116769,21.60127337,11.9418113,1.198136612,1.135094557,2.159122474,Shared/Other,Chrome,16-18,female,low
17,33.00505729,65.08594153,31.61126849,19.34999812,1.111841911,1.798479834,2.289615611,iOS,Firefox,13-15,female,mid
18,42.05825572,94.83272656,25.99804448,26.13049257,3.105327311,1.176087758,2.930458188,Shared/Other,Edge,16-18,male,low
9,50.14761858,92.57489934,27.96217292,31.84442293,1.152853257,1.497706251,1.331178067,Desktop,In-App,13-15,female,low
8,39.50490822,76.61988344,28.59314732,30.12348202,1.409061385,1.622451874,1.311672195,iOS,Edge,13-15,male,low
11,35.85235741,64.78732473,21.14363892,28.17481437,3.796054454,1.301620737,2.668960882,Shared/Other,In-App,13-15,female,high
11,79.83502095,77.47803348,33.69008875,40.68287249,2.316126704,1.982189903,2.655035267,Shared/Other,In-App,19-22,female,mid
11,52.78574026,68.42920562,30.4722091,28.37556118,2.991960586,1.240741138,0.797566445,Android,Safari,16-18,female,mid
18,64.75202838,74.2416328,28.04939655,26.58031603,2.748156106,1.70600241,2.524862523,iOS,Firefox,16-18,male,low
15,46.10405629,82.52603524,27.0047291,35.12359899,1.085413678,1.69024343,1.985682026,Android,In-App,16-18,female,high
9,50.64513928,66.64060224,21.94915101,30.54030558,3.505740847,1.390394373,0.528173615,Desktop,Firefox,16-18,male,mid
17,45.35949374,71.68289095,33.93118752,26.70756604,2.72851536,1.594719496,1.787469701,iOS,Chrome,16-18,female,high
17,56.20459802,75.78092327,41.20419637,28.72038214,1.426066132,1.751753358,1.954464588,Shared/Other,Edge,16-18,female,low
8,67.52211157,84.05570396,29.75041794,37.30095537,1.006758948,1.266638653,2.499647753,Desktop,Safari,16-18,female,low
19,52.12219128,64.04763579,23.68297944,32.51179973,1.496713377,1.336225973,1.964710325,Desktop,Firefox,16-18,male,high
15,63.61538203,71.64699159,30.60589013,30.1134462,3.359330212,1.912714086,1.717107915,iOS,Firefox,16-18,male,mid
23,64.97387612,70.94949047,26.00763602,25.45519641,2.075910604,1.96522766,2.244899278,Desktop,In-App,19-22,female,mid
19,48.09891939,75.13988116,40.60657965,35.00037503,2.976852541,1.686075964,0.555807182,iOS,Firefox,19-22,female,mid
21,59.84296445,61.4968219,31.26629311,20.26699696,3.044337628,1.937653786,1.029666349,Shared/Other,In-App,16-18,female,mid
9,30.78986861,54.75365446,31.00796147,34.59143398,3.662766136,1.670162578,2.995885878,iOS,Chrome,16-18,female,low
9,43.47918127,95.34749158,34.10782062,23.78383241,1.634239047,1.745220127,2.115658443,Shared/Other,Safari,13-15,male,low
19,48.3228705,80.67580451,21.67491684,35.47644256,1.039220859,1.475218342,0.715034089,Android,Safari,13-15,male,mid
13,23.74712798,77.472034,38.84648873,30.01499258,3.191774299,1.094324097,1.82163958,Android,In-App,13-15,female,high
12,62.69236179,79.28168034,22.37079358,45.44612504,3.408398295,1.759411447,2.316872831,Android,Chrome,19-22,female,high
19,31.73404087,99.48812306,28.29639614,22.4031656,1.480614263,1.77855546,1.248341143,iOS,In-App,13-15,female,low
21,49.54240031,82.6457904,30.88204708,37.31209923,2.756344874,1.712565078,1.540201193,Shared/Other,Edge,16-18,female,mid
15,66.65427755,80.74827884,28.58268977,41.86666119,1.271458876,1.869824009,1.441763006,Android,Safari,19-22,female,low
22,69.14103423,81.44048216,28.28738631,30.68008875,2.492860196,1.850150498,1.117661102,Android,In-App,19-22,female,low
9,52.96295366,75.73045817,29.89949179,30.66316933,3.584584391,1.045091972,1.933624966,Shared/Other,Chrome,16-18,male,mid
15,30.68218561,85.86134777,34.01251062,25.71202433,1.967518567,1.729252269,1.082136879,Shared/Other,Firefox,13-15,female,low
22,55.10708583,69.76314467,33.65836163,33.62217214,3.654163818,1.691479182,2.165458332,iOS,In-App,19-22,male,low
11,45.48044972,76.72145409,32.59791414,16.66215512,1.302747951,1.971716739,0.867750026,Shared/Other,Safari,13-15,male,high
19,45.5322257,69.484726,30.26469734,38.88740454,2.393428437,1.817449514,2.315506969,Desktop,Edge,16-18,female,low
17,61.12674448,94.58131615,32.44905627,47.58337354,2.681794212,1.355428531,1.922151993,iOS,Safari,19-22,female,high
16,32.20918402,72.11521797,23.801449,30.1628086,1.344568208,1.138621063,2.04359095,Shared/Other,Chrome,13-15,male,low
22,43.65137623,81.99912685,33.62164457,46.45596418,3.993601075,1.071451087,2.955633212,iOS,Safari,16-18,male,high
15,73.01786144,78.96077528,23.93960352,33.6045424,1.169532823,1.609238356,1.885042548,Shared/Other,Edge,19-22,female,mid
19,60.92214598,82.74723945,30.56805619,41.82134871,3.236290801,1.390414985,1.342581566,Desktop,In-App,19-22,female,high
12,53.60068723,70.78223136,29.32677954,33.30590184,1.047221833,1.477006126,0.738849114,Android,Safari,19-22,female,low
20,55.01159179,83.7184457,30.24648713,36.66825478,3.534485875,1.731324177,2.335189789,Shared/Other,Firefox,16-18,male,low
21,23.58100026,74.3891455,30.781993,27.64272547,2.17394213,1.153680824,2.039590265,Android,Firefox,13-15,male,low
14,31.76580572,74.77666182,25.63117954,38.47600677,1.029769621,1.968737489,2.378909079,Shared/Other,Firefox,16-18,female,mid
21,51.63951481,76.26262731,36.09410426,32.87322155,3.123577601,1.217504067,2.279961615,Shared/Other,Edge,16-18,female,low
19,37.10370531,83.81696427,32.83135354,16.43372739,2.982493896,1.012936892,0.950342568,Shared/Other,Chrome,13-15,male,low
12,38.25965037,70.00575854,35.17578841,24.03739884,2.278614317,1.259191021,2.417786403,Shared/Other,Firefox,13-15,female,high
19,55.12809271,87.50788695,26.88586813,37.15974189,3.256773779,1.901254797,1.268137453,Android,In-App,19-22,male,low
22,61.86426722,68.32934717,25.4271754,22.50947137,2.479644531,1.449734501,1.801425267,Desktop,In-App,19-22,male,mid
18,52.79627471,71.33183603,22.44173142,25.44898043,3.926142622,1.766136296,1.289553141,Android,Chrome,13-15,male,mid
16,38.16605826,71.541224,29.6294054,34.83066358,2.323079871,1.902129192,2.641537821,Android,Edge,16-18,male,mid
15,33.30708631,90.82880045,31.87591156,15.6708556,1.587129443,1.367910938,0.541540567,Android,In-App,13-15,female,mid
11,39.62868247,75.41040119,39.75254745,13.0818937,2.426658526,1.691558367,0.990580116,Shared/Other,Safari,13-15,female,mid
20,55.83259261,78.56200589,30.07538519,21.35100991,2.569182727,1.182426685,0.555234368,Desktop,In-App,16-18,female,mid
21,53.47345723,93.27156758,31.72047216,28.53509715,2.25661968,1.669204005,0.804030287,Desktop,Chrome,16-18,female,low
12,59.23480357,92.44655062,22.3768434,42.24785529,2.289324503,1.465339227,2.717024664,Shared/Other,Chrome,16-18,male,low
18,31.77865431,66.63415006,37.10318564,22.46485869,2.81874726,1.64678244,1.512481927,Shared/Other,Safari,13-15,male,low
14,44.54273959,59.27032415,29.14582028,28.71836451,3.967449732,1.260506449,1.540653982,Shared/Other,Chrome,16-18,female,high
21,88.59325089,66.96957599,38.2725664,51.46393676,2.169232551,1.488581145,1.542174458,Android,Edge,19-22,male,low
14,47.52344396,76.48581331,29.58987675,37.72164563,2.462399722,1.111057133,1.223944765,Shared/Other,Chrome,16-18,female,low
14,55.11015928,86.61211402,38.04038568,34.27214204,2.546925602,1.926471205,1.80269924,iOS,Safari,19-22,female,mid
12,53.73957863,81.80562843,32.71901612,21.43889877,2.02386875,1.764626891,2.094188394,Android,Chrome,16-18,male,low
8,83.71820814,94.35177502,26.02062957,27.83298602,3.100853296,1.863073999,0.9512678,Desktop,In-App,16-18,female,high
16,44.9275135,43.46009945,32.49461008,29.23175713,1.716037321,1.447325041,2.876067874,Shared/Other,Safari,13-15,female,high
21,35.9970206,69.5278156,38.94895385,28.62926826,3.193871158,1.92746128,2.375085245,Android,In-App,13-15,female,low
11,72.51150726,74.61086255,34.63714885,46.66739435,1.84288316,1.716386558,2.714755944,Desktop,In-App,19-22,female,low
20,41.13960612,60.3191458,37.81236748,29.8433074,2.038091529,1.218059285,1.187516916,iOS,In-App,16-18,male,mid
15,56.64662568,73.77097546,26.70765939,28.60124844,3.006452782,1.593596135,1.197007406,iOS,Safari,16-18,male,low
